Speaker,Workshop,Date,Time
Zhengzhong Tu,https://2coool.net/,2025-10-19,10:45–11:05
Hamed Tabkhi,https://2coool.net/,2025-10-19,11:45–12:05
Nemanja Djuric,https://2coool.net/,2025-10-19,13:00–13:20
Hesham Eraqi,https://2coool.net/,2025-10-19,13:20–13:40
Xiatian Zhu,https://2coool.net/,2025-10-19,14:50–15:10
Maged Shoman,https://2coool.net/,2025-10-19,15:50–16:05
Shubham Shrivastava,https://2coool.net/,2025-10-19,16:20–16:40
Roni Goldshmidt,https://2coool.net/,2025-10-19,16:40–16:55
Thomas Fel,https://excv-workshop.github.io/,2025-10-19,09:00–09:30
David Bau,https://excv-workshop.github.io/,2025-10-19,09:30–10:00
Sharon Li,https://excv-workshop.github.io/,2025-10-19,10:15–10:45
Hila Chefer,https://excv-workshop.github.io/,2025-10-19,15:45–16:15
Deepti Ghadiyaram,https://excv-workshop.github.io/,2025-10-19,16:15–16:45
Viorica Patraucean,https://excv-workshop.github.io/,2025-10-19,16:45–17:15
Angela Schoellig,https://drivex-workshop.github.io/,2025-10-19,08:30–08:50
Mingxing Tan,https://drivex-workshop.github.io/,2025-10-19,08:50–09:10
Sharon Li,https://drivex-workshop.github.io/,2025-10-19,09:20–09:40
Jiachen Li,https://drivex-workshop.github.io/,2025-10-19,09:40–10:00
Jiaqi Ma,https://drivex-workshop.github.io/,2025-10-19,11:00–11:20
Philip Krähenbühl,https://drivex-workshop.github.io/,2025-10-19,13:00–13:20
Daniel Cremers,https://drivex-workshop.github.io/,2025-10-19,13:20–13:40
Marc Pollefeys,https://drivex-workshop.github.io/,2025-10-19,13:40–14:00
Manmohan Chandraker,https://drivex-workshop.github.io/,2025-10-19,14:00–14:20
Lei Li,https://drivex-workshop.github.io/,2025-10-19,16:00–16:20
Boris Ivanovic,https://drivex-workshop.github.io/,2025-10-19,16:20–16:40
Yan Wang,https://drivex-workshop.github.io/,2025-10-19,16:20–16:40
Michael Black,https://i-hfm-2025.github.io/I-HFM-2025/,2025-10-19,09:10–09:40
Ziqi Huang,https://i-hfm-2025.github.io/I-HFM-2025/,2025-10-19,09:40–10:10
Umar Iqbal,https://i-hfm-2025.github.io/I-HFM-2025/,2025-10-19,10:10–10:40
Yuan Zhou,https://i-hfm-2025.github.io/I-HFM-2025/,2025-10-19,10:40–11:10
Evonne Ng,https://i-hfm-2025.github.io/I-HFM-2025/,2025-10-19,14:00–14:30
Alling Zeng,https://i-hfm-2025.github.io/I-HFM-2025/,2025-10-19,14:30–15:00
Lan Xu,https://i-hfm-2025.github.io/I-HFM-2025/,2025-10-19,15:00–15:30
Angjoo Kanazawa,https://i-hfm-2025.github.io/I-HFM-2025/,2025-10-19,15:30–16:00
Dima Damen,https://sites.google.com/view/datacv-iccv25,2025-10-19,08:40–09:10
Serena Yeung-Levy,https://sites.google.com/view/datacv-iccv25,2025-10-19,11:30–12:00
Richard Hartley,https://sites.google.com/view/calipose2025/home,2025-10-19,08:40–09:10
Gabriela Csurka,https://sites.google.com/view/calipose2025/home,2025-10-19,09:10–09:40
Eric Brachmann,https://sites.google.com/view/calipose2025/home,2025-10-19,11:10–11:40
Fredrik Kahl,https://sites.google.com/view/calipose2025/home,2025-10-19,11:40–12:10
Li Chen,https://opendrivelab.com/iccv2025/workshop/,2025-10-19,09:00
Ankit Goyal,https://opendrivelab.com/iccv2025/workshop/,2025-10-19,09:10
Yunzhu Li,https://opendrivelab.com/iccv2025/workshop/,2025-10-19,10:20
Matthias Nießner,https://opendrivelab.com/iccv2025/workshop/,2025-10-19,11:20
Kun Zhan,https://opendrivelab.com/iccv2025/workshop/,2025-10-19,13:40
Pulkit Agrawal,https://opendrivelab.com/iccv2025/workshop/,2025-10-19,14:20
Katerina Fragkiadaki,https://opendrivelab.com/iccv2025/workshop/,2025-10-19,15:10
Jia Deng,https://opendrivelab.com/iccv2025/workshop/,2025-10-19,15:50
Ira Kemelmacher-Shlizerman,https://sites.google.com/view/cvfad2025/schedule,2025-10-19,08:50–09:30
Shawn Shan,https://sites.google.com/view/cvfad2025/schedule,2025-10-19,10:30–11:00
Iro Armeni,https://sites.google.com/view/cvfad2025/schedule,2025-10-19,11:20–12:00
Mohit Gupta,https://cvspc.cs.pdx.edu/,2025-10-19,08:25–09:05
Dongyu Du,https://cvspc.cs.pdx.edu/,2025-10-19,09:10–09:40
Mattew O'Toole,https://cvspc.cs.pdx.edu/,2025-10-19,10:30–11:00
Akshat Dave,https://cvspc.cs.pdx.edu/,2025-10-19,11:00–11:30
David Lindell,https://cvspc.cs.pdx.edu/,2025-10-19,11:50–12:20
Kristen Grauman,https://sites.google.com/view/memvis-iccv2025-workshop/home,2025-10-19,08:35–09:05
Manling Li,https://sites.google.com/view/memvis-iccv2025-workshop/home,2025-10-19,09:15–09:45
Alberto Bietti,https://sites.google.com/view/memvis-iccv2025-workshop/home,2025-10-19,11:00–11:30
Jim Rehg,https://vineetrshenoy.github.io/cvpmSeptember2025/,2025-10-19,08:40–09:20
Marni Bartlett,https://vineetrshenoy.github.io/cvpmSeptember2025/,2025-10-19,10:20–11:00
Tim Marks,https://vineetrshenoy.github.io/cvpmSeptember2025/,2025-10-19,11:40–12:20
Yin Cui,https://geofreenvs.github.io/,2025-10-19,09:00–09:30
Ruiqi Gao,https://geofreenvs.github.io/,2025-10-19,09:30–10:00
Arash Vahdat,https://geofreenvs.github.io/,2025-10-19,10:30–11:00
Andrea Vedaldi,https://geofreenvs.github.io/,2025-10-19,11:00–11:30
Zan Gojcic,https://geofreenvs.github.io/,2025-10-19,11:30–12:00
Noah Snavely,https://geofreenvs.github.io/,2025-10-19,13:00–13:30
Sergey Tulyakov,https://geofreenvs.github.io/,2025-10-19,13:30–14:00
Jiatao Gu,https://geofreenvs.github.io/,2025-10-19,14:00–14:30
Matthias Nießner,https://geofreenvs.github.io/,2025-10-19,14:30–15:00
Jamie Shotton,https://geofreenvs.github.io/,2025-10-19,15:30–16:00
Agrim Gupta,https://geofreenvs.github.io/,2025-10-19,16:00–16:30
Anastasis Germanidis,https://geofreenvs.github.io/,2025-10-19,16:30–17:00
Satish Bukkapatnam,https://vision-workshop.github.io/iccv-2025/,2025-10-19,08:45–09:15
C Thomas,https://vision-workshop.github.io/iccv-2025/,2025-10-19,09:15–09:45
Zhiyong Xiao,https://vision-workshop.github.io/iccv-2025/,2025-10-19,09:45–10:15
Fugee Tsung,https://vision-workshop.github.io/iccv-2025/,2025-10-19,13:30–14:00
Roboflow,https://vision-workshop.github.io/iccv-2025/,2025-10-19,14:00–14:30
Yuan Yao,https://vision-workshop.github.io/iccv-2025/,2025-10-19,14:30–15:00
Sara Beery,https://ilr-workshop.github.io/ICCVW2025/,2025-10-19,08:40–09:10
Matej Kristan,https://ilr-workshop.github.io/ICCVW2025/,2025-10-19,09:35–10:05
Mark Boss,https://ilr-workshop.github.io/ICCVW2025/,2025-10-19,11:55–12:25
Hadar Averbuch-Elor,https://retailvisionworkshop.github.io/,2025-10-19,Not sure
Yair Adato,https://retailvisionworkshop.github.io/,2025-10-19,Not sure
Shun Takeuchi,https://retailvisionworkshop.github.io/,2025-10-19,Not sure
Boaz Arad,https://retailvisionworkshop.github.io/,2025-10-19,Not sure
Tian Lan,https://retailvisionworkshop.github.io/,2025-10-19,Not sure
Danfei Xu,https://sp4v.github.io/,2025-10-19,09:00–09:45
Kristen Grauman,https://sp4v.github.io/,2025-10-19,09:45–10:30
Jiajun Wu,https://sp4v.github.io/,2025-10-19,10:30–11:30
Saining Xie,https://sp4v.github.io/,2025-10-19,12:00–13:30
Bill Freeman,https://sp4v.github.io/,2025-10-19,13:30–14:15
Qixing Huang,https://sp4v.github.io/,2025-10-19,15:00–15:15
Manling Li,https://sp4v.github.io/,2025-10-19,15:15–16:00
Makarand Tapaswi,https://slomo-workshop.github.io/,2025-10-19,08:50–09:20
Angela Yao,https://slomo-workshop.github.io/,2025-10-19,09:20–09:50
Amy Pavel,https://slomo-workshop.github.io/,2025-10-19,11:00–11:30
Mike Zheng Shou,https://slomo-workshop.github.io/,2025-10-19,11:30–12:00
Luisa Verdoliva,https://deepid-iccv.github.io/,2025-10-19,09:00–09:40
Juan Tapia,https://deepid-iccv.github.io/,2025-10-19,10:20–11:00
Danilo Comminiello,https://gen4avc.github.io/,2025-10-19,09:00–09:30
Andrew Owens,https://gen4avc.github.io/,2025-10-19,09:30–10:00
Gunhee Kim,https://gen4avc.github.io/,2025-10-19,11:00–11:30
Kristen Grauman,https://gen4avc.github.io/,2025-10-19,11:30–12:00
Bernard Ghanem,https://x360dataset.github.io/BinEgo-360/,2025-10-19,09:30–10:05
Dima Damen,https://x360dataset.github.io/BinEgo-360/,2025-10-19,10:05–10:40
Addison Lin Wang,https://x360dataset.github.io/BinEgo-360/,2025-10-19,11:45–12:20
Lorenzo Torresani,https://cv4dc.github.io/2025/,2025-10-19,Not sure
Georgia Gkioxari,https://cv4dc.github.io/2025/,2025-10-19,Not sure
Sai-Kit Yeung,https://cv4dc.github.io/2025/,2025-10-19,Not sure
Ronnachai Jaroensri,https://cv4dc.github.io/2025/,2025-10-19,Not sure
Matteo Poggi,https://embeddedvisionworkshop.wordpress.com/,2025-10-19,09:15–09:45
Yung-Hsiang Lu,https://embeddedvisionworkshop.wordpress.com/,2025-10-19,11:15–11:45
Shingo Kagami,https://embeddedvisionworkshop.wordpress.com/,2025-10-19,13:15–13:45
Shao-Hua Sun,https://embeddedvisionworkshop.wordpress.com/,2025-10-19,13:45–14:15
Jose Alvarez,https://embeddedvisionworkshop.wordpress.com/,2025-10-19,15:45–16:15
Yannick Burkhardt,https://sites.google.com/view/mulma-iccv2025/home,2025-10-19,09:05–09:45
Marc Pollefeys,https://sites.google.com/view/mulma-iccv2025/home,2025-10-19,09:45–10:30
Angela Dai,https://sites.google.com/view/mulma-iccv2025/home,2025-10-19,11:00–11:45
Eric Brachmann,https://sites.google.com/view/mulma-iccv2025/home,2025-10-19,13:15–14:00
Ayoung Kim,https://sites.google.com/view/mulma-iccv2025/home,2025-10-19,14:00–14:45
Zach Teed,https://sites.google.com/view/mulma-iccv2025/home,2025-10-19,15:15–16:00
Daniel Cremers,https://sites.google.com/view/mulma-iccv2025/home,2025-10-19,16:00–16:45
Ali Farhadi,https://perception-test-challenge.github.io/,2025-10-19,09:40–10:10
Philipp Krähenbühl,https://perception-test-challenge.github.io/,2025-10-19,11:20–11:50
Alison Gopnik,https://perception-test-challenge.github.io/,2025-10-19,14:00–14:30
Phillip Isola,https://perception-test-challenge.github.io/,2025-10-19,15:30–17:00
Federico Tombari,https://iccv2025-found-workshop.limitlab.xyz/,2025-10-19,09:10–09:40
Kiana Ehsani,https://iccv2025-found-workshop.limitlab.xyz/,2025-10-19,09:40–10:10
Shashanka Venkataramanan,https://iccv2025-found-workshop.limitlab.xyz/,2025-10-19,10:20–10:50
Jan-Nico Zaech,https://iccv2025-found-workshop.limitlab.xyz/,2025-10-19,10:50–11:20
Carlo Vittorio Cannistraci,https://sites.google.com/view/beyondeuclidean/home,2025-10-19,09:15–10:00
Aditya Sinha,https://sites.google.com/view/beyondeuclidean/home,2025-10-19,11:00–11:45
Mehrtash Harandi,https://sites.google.com/view/beyondeuclidean/home,2025-10-19,14:30–15:15
Rex Ying,https://sites.google.com/view/beyondeuclidean/home,2025-10-19,16:30–17:15
Ayoung Kim,https://multispectral4ra.github.io/,2025-10-19,09:15–09:45
Simon Hadfield,https://multispectral4ra.github.io/,2025-10-19,09:45–10:15
Ko Nishino,https://multispectral4ra.github.io/,2025-10-19,10:45–11:15
Björn Ommer,https://multispectral4ra.github.io/,2025-10-19,11:15–11:45
Lin Wang,https://multispectral4ra.github.io/,2025-10-19,14:20–14:50
Tianfan Xue,https://multispectral4ra.github.io/,2025-10-19,14:50–15:20
Siheng Chen,https://multispectral4ra.github.io/,2025-10-19,15:50–16:20
David G. Stork,https://sites.google.com/view/ai4vaiccv-2025,2025-10-19,09:05–09:30
Peter Bell,https://sites.google.com/view/ai4vaiccv-2025,2025-10-19,09:30–09:55
Haoqi (Tim) Fan,https://sites.google.com/view/ai4vaiccv-2025,2025-10-19,10:35–11:00
Yael Vinker,https://sites.google.com/view/ai4vaiccv-2025,2025-10-19,11:00–11:25
Judith Fan,https://sites.google.com/view/ai4vaiccv-2025,2025-10-19,11:25–11:50
Yoshua Bengio,https://safemmai.github.io/,2025-10-19,09:10–09:45
Florian Tramèr,https://safemmai.github.io/,2025-10-19,09:45–10:20
Yarin Gal,https://safemmai.github.io/,2025-10-19,10:55–11:30
Yao Qin,https://safemmai.github.io/,2025-10-19,14:15–14:50
Drew Snauffer,https://vap.aau.dk/marinevision/,2025-10-19,09:05–09:15
Joost Daniels,https://vap.aau.dk/marinevision/,2025-10-19,09:15–09:50
Grigory Solomatov,https://vap.aau.dk/marinevision/,2025-10-19,11:00–11:35
Giancarlo Troni,https://vap.aau.dk/marinevision/,2025-10-19,13:30–14:05
Guolei Sun,https://vap.aau.dk/marinevision/,2025-10-19,14:05–14:40
Yue Wang,https://realadsim.github.io/2025/,2025-10-19,09:10–09:40
Peter Kontschieder,https://realadsim.github.io/2025/,2025-10-19,09:40–10:10
Yuexin Ma,https://realadsim.github.io/2025/,2025-10-19,11:10–11:40
Runsheng Xu,https://realadsim.github.io/2025/,2025-10-19,11:40–12:10
Maria Vakalopoulou,https://sites.google.com/di.uniroma1.it/biscuit-workshop-1,2025-10-19,09:10–09:45
Stefan Roth,https://sites.google.com/di.uniroma1.it/biscuit-workshop-1,2025-10-19,09:45–10:20
Kushal Kafle,https://sites.google.com/di.uniroma1.it/biscuit-workshop-1,2025-10-19,10:45–11:20
David Bau,https://sites.google.com/di.uniroma1.it/biscuit-workshop-1,2025-10-19,11:20–11:55
Enze Xie,https://higen-2025.github.io/,2025-10-19,09:10–09:40
Yanpei Cao,https://higen-2025.github.io/,2025-10-19,09:40–10:10
Xihui Liu,https://higen-2025.github.io/,2025-10-19,10:25–10:55
Soo Ye Kim,https://higen-2025.github.io/,2025-10-19,10:55–11:25
Yukang Chen,https://higen-2025.github.io/,2025-10-19,11:25–11:55
Jimei Yang,https://higen-2025.github.io/,2025-10-19,13:30–14:00
Nupur Kumari,https://higen-2025.github.io/,2025-10-19,14:00–14:30
Saining Xie,https://higen-2025.github.io/,2025-10-19,15:15–15:45
Jiajun Wu,https://higen-2025.github.io/,2025-10-19,15:45–16:15
Haoqi Fan,https://higen-2025.github.io/,2025-10-19,16:15–16:45
Kristen Grauman,https://higen-2025.github.io/,2025-10-19,16:45–17:15
Michael Black,https://sites.google.com/andrew.cmu.edu/social-ai-iccv-25/,2025-10-19,Not sure
Hyunwoo Kim,https://sites.google.com/andrew.cmu.edu/social-ai-iccv-25/,2025-10-19,Not sure
Evonne Ng,https://sites.google.com/andrew.cmu.edu/social-ai-iccv-25/,2025-10-19,Not sure
Tianmin Shu,https://sites.google.com/andrew.cmu.edu/social-ai-iccv-25/,2025-10-19,Not sure
Leila Takayama,https://sites.google.com/andrew.cmu.edu/social-ai-iccv-25/,2025-10-19,Not sure
Diyi Yang,https://sites.google.com/andrew.cmu.edu/social-ai-iccv-25/,2025-10-19,Not sure
Angela Dai,https://sites.google.com/view/wicv-iccv-2025,2025-10-19,13:10–13:35
Tahira Shehzadi,https://sites.google.com/view/wicv-iccv-2025,2025-10-19,13:40–13:55
Thu Nguyen-Phuoc,https://sites.google.com/view/wicv-iccv-2025,2025-10-19,13:55–14:20
Pooja Kumari,https://sites.google.com/view/wicv-iccv-2025,2025-10-19,14:25–14:40
Hilde Kuehne,https://sites.google.com/view/wicv-iccv-2025,2025-10-19,14:40–15:05
Yin Li,https://short-form-video-understanding.github.io/,2025-10-19,13:15–13:45
Mira Dontcheva,https://short-form-video-understanding.github.io/,2025-10-19,14:30–15:00
Adriana Kovashka,https://short-form-video-understanding.github.io/,2025-10-19,15:30–16:00
Daniel McDuff,https://sites.google.com/lunit.io/iccv25-mmfmc,2025-10-19,13:35–14:00
Anna C. Schaar,https://sites.google.com/lunit.io/iccv25-mmfmc,2025-10-19,14:05–14:30
Mingu Kang,https://sites.google.com/lunit.io/iccv25-mmfmc,2025-10-19,14:35–15:00
Faisal Mahmood,https://sites.google.com/lunit.io/iccv25-mmfmc,2025-10-19,16:00–16:25
Yijun Yang,https://sites.google.com/lunit.io/iccv25-mmfmc,2025-10-19,16:30–16:50
Fatemeh Ghezloo,https://sites.google.com/lunit.io/iccv25-mmfmc,2025-10-19,16:30–16:50
Imon Banerjee,https://sites.google.com/lunit.io/iccv25-mmfmc,2025-10-19,16:55–17:20
Sijia Liu,https://sites.google.com/view/u-and-me-workshop,2025-10-19,Not sure
Hilde Kuehne,https://sites.google.com/view/u-and-me-workshop,2025-10-19,Not sure
Yair Adato,https://sites.google.com/view/u-and-me-workshop,2025-10-19,Not sure
Georgios Pavlakos,https://e2e3d.github.io/,2025-10-19,00:05–00:50
Jiajun Wu,https://e2e3d.github.io/,2025-10-19,00:50–01:35
Paul-Edouard Sarlin,https://e2e3d.github.io/,2025-10-19,01:35–02:20
Marco Pavone,https://e2e3d.github.io/,2025-10-19,03:05–03:50
Luca Carlone,https://e2e3d.github.io/,2025-10-19,03:50–04:35
Yaoyao Liu,https://mclworkshop25.github.io/mcl-iccv2025/ICCV2025/index.html,2025-10-19,13:10–13:40
Ziwei Liu,https://mclworkshop25.github.io/mcl-iccv2025/ICCV2025/index.html,2025-10-19,14:10–14:25
Bing Liu,https://mclworkshop25.github.io/mcl-iccv2025/ICCV2025/index.html,2025-10-19,14:25–14:55
Yongming Rao,https://knowledgemr-workshop.github.io/,2025-10-19,13:10–13:40
Kang-Fu Mei,https://knowledgemr-workshop.github.io/,2025-10-19,13:40–14:10
Enxin Song,https://knowledgemr-workshop.github.io/,2025-10-19,15:10–15:20
Ziqi Huang,https://knowledgemr-workshop.github.io/,2025-10-19,15:20–15:30
Ziwei Liu,https://knowledgemr-workshop.github.io/,2025-10-19,15:30–16:00
David Fan,https://knowledgemr-workshop.github.io/,2025-10-19,16:00–16:30
Shoubin Yu,https://knowledgemr-workshop.github.io/,2025-10-19,16:40–16:50
Zeyuan Yang,https://knowledgemr-workshop.github.io/,2025-10-19,16:50–17:00
Anton Obukhov,https://sites.google.com/view/iccv25tricky,2025-10-19,13:40–14:10
Andrea Tagliasacchi,https://sites.google.com/view/iccv25tricky,2025-10-19,14:15–14:45
Ayoung Kim,https://sites.google.com/view/iccv25tricky,2025-10-19,15:40–16:10
He Wang,https://sites.google.com/view/iccv25tricky,2025-10-19,16:15–16:45
Luca Carlone,https://sites.google.com/view/neuslam,2025-10-19,Not sure
Angjoo Kanazawa,https://sites.google.com/view/neuslam,2025-10-19,Not sure
Federico Tombari,https://sites.google.com/view/neuslam,2025-10-19,Not sure
Jakob Engel,https://sites.google.com/view/neuslam,2025-10-19,Not sure
Hao-Shu Fang,https://cmp.felk.cvut.cz/sixd/workshop_2025/,2025-10-19,Not sure
Maximilian Durner,https://cmp.felk.cvut.cz/sixd/workshop_2025/,2025-10-19,Not sure
Agastya Kalra,https://cmp.felk.cvut.cz/sixd/workshop_2025/,2025-10-19,Not sure
Vahe Taamazyan,https://cmp.felk.cvut.cz/sixd/workshop_2025/,2025-10-19,Not sure
Sergey Levine,https://cmp.felk.cvut.cz/sixd/workshop_2025/,2025-10-19,Not sure
Junfeng He,https://vquala.github.io/,2025-10-19,13:10–13:40
Naoto Yokoya,https://sustain-eo-ai.github.io/,2025-10-19,13:10–13:50
Christopher F. Brown,https://sustain-eo-ai.github.io/,2025-10-19,13:50–14:30
Daniel Cusworth,https://sustain-eo-ai.github.io/,2025-10-19,15:30–16:10
Piotr Bojanowski,https://sustain-eo-ai.github.io/,2025-10-19,16:10–16:50
Seiichi Uchida,https://sites.google.com/view/gdug-workshop,2025-10-19,Not sure
Sai Rajeswar Mudumba,https://sites.google.com/view/gdug-workshop,2025-10-19,Not sure
Gökhan Yildirim,https://sites.google.com/view/gdug-workshop,2025-10-19,Not sure
Vlad Morariu,https://sites.google.com/view/gdug-workshop,2025-10-19,Not sure
Jingye Chen,https://sites.google.com/view/gdug-workshop,2025-10-19,Not sure
Xiaochun Cao,https://sites.google.com/view/face-anti-spoofing-challenge/welcome/challengeiccv2025?authuser=0,2025-10-19,13:20–14:00
Zhen Lei,https://sites.google.com/view/face-anti-spoofing-challenge/welcome/challengeiccv2025?authuser=0,2025-10-19,14:25–15:05
Yu Yi,https://sites.google.com/view/face-anti-spoofing-challenge/welcome/challengeiccv2025?authuser=0,2025-10-19,15:40–16:20
Rogerio Schmidt Feris,https://eclr-workshop.github.io/,2025-10-19,14:40–15:10
Kuo Wang,https://eclr-workshop.github.io/,2025-10-19,15:40–15:55
Martine Hjelkrem-Tan,https://eclr-workshop.github.io/,2025-10-19,15:55–16:05
Fengchen He,https://eclr-workshop.github.io/,2025-10-19,16:05–16:15
Yunusa Haruna,https://eclr-workshop.github.io/,2025-10-19,16:15–16:25
Yonglong Tian,https://iccv2025-limit-workshop.limitlab.xyz/,2025-10-19,13:10–13:40
Michael S. Ryoo,https://iccv2025-limit-workshop.limitlab.xyz/,2025-10-19,13:40–14:10
Yossi Gandelsman,https://iccv2025-limit-workshop.limitlab.xyz/,2025-10-19,14:20–14:50
Francis Engelmann,https://iccv2025-limit-workshop.limitlab.xyz/,2025-10-19,14:50–15:20
Mackenzie W. Mathis,https://opensun3d.github.io/,2025-10-19,13:40–14:20
Saining Xie,https://opensun3d.github.io/,2025-10-19,14:20–15:00
Julian Straub,https://opensun3d.github.io/,2025-10-19,16:00–16:40
Angel X. Chang,https://opensun3d.github.io/,2025-10-19,16:40–17:20
Iro Armeni,https://opensun3d.github.io/,2025-10-19,17:20–18:00
Angela Yao,https://iplab.dmi.unict.it/acvr2025/,2025-10-19,13:35
Daekyum Kim,https://iplab.dmi.unict.it/acvr2025/,2025-10-19,16:00
Kristen Grauman,http://sauafg-workshop.github.io/,2025-10-19,14:00–14:30
Ehsan Adeli,http://sauafg-workshop.github.io/,2025-10-19,14:30–15:00
Rogerio Nespolo,http://sauafg-workshop.github.io/,2025-10-19,16:00–16:30
Gedas Bertasius,http://sauafg-workshop.github.io/,2025-10-19,16:30–17:00
Walterio Mayol-Cuevas,http://sauafg-workshop.github.io/,2025-10-19,17:00–17:30
Antonino Furnari,http://sauafg-workshop.github.io/,2025-10-19,17:30–18:00
Noa Garcia,https://wccartists.github.io/,2025-10-20,11:15–11:30
Youngjoon Choi,https://wccartists.github.io/,2025-10-20,11:30–11:55

Umar Iqbal,https://fulab.sites.northeastern.edu/amfg2025/,2025-10-20,10:00–11:00
Tim K. Marks,https://fulab.sites.northeastern.edu/amfg2025/,2025-10-20,15:00–15:45
Xiaoming Liu,https://fulab.sites.northeastern.edu/amfg2025/,2025-10-20,15:45–16:30

Ani Kembhavi,https://agent-intelligence.github.io/agent-intelligence/,2025-10-20,09:00–09:30
Manling Li,https://agent-intelligence.github.io/agent-intelligence/,2025-10-20,09:30–10:00
Lucy Shi,https://agent-intelligence.github.io/agent-intelligence/,2025-10-20,10:00–10:30
Juan Carlos Niebles,https://agent-intelligence.github.io/agent-intelligence/,2025-10-20,13:05–13:35
Alexander Toshev,https://agent-intelligence.github.io/agent-intelligence/,2025-10-20,13:35–14:05
Ranjay Krishna,https://agent-intelligence.github.io/agent-intelligence/,2025-10-20,14:35–15:05
Kristen Grauman,https://agent-intelligence.github.io/agent-intelligence/,2025-10-20,15:20–15:50
Ling Yang,https://agent-intelligence.github.io/agent-intelligence/,2025-10-20,15:50–16:20

Richard Socher,https://iccv-clvl.github.io/2025/,2025-10-20,08:45–09:15
Aishwarya Agrawal,https://iccv-clvl.github.io/2025/,2025-10-20,09:15–09:45
Yong Jae Lee,https://iccv-clvl.github.io/2025/,2025-10-20,11:15–11:45
Ani Kembhavi,https://iccv-clvl.github.io/2025/,2025-10-20,14:15–14:45
Georgia Gkioxari,https://iccv-clvl.github.io/2025/,2025-10-20,14:45–15:15
Katerina Fragkiadaki,https://iccv-clvl.github.io/2025/,2025-10-20,16:00–16:30
Kate Saenko,https://iccv-clvl.github.io/2025/,2025-10-20,16:45–17:15

Chia-Hao Lee,https://sites.google.com/view/cv4ms-iccv-2025/home,2025-10-20,08:05–08:40
Xiaoyang Zheng,https://sites.google.com/view/cv4ms-iccv-2025/home,2025-10-20,10:30–11:05

Sifei Liu,https://esr-2025.github.io/,2025-10-20,09:10–09:50
Xiaolong Wang,https://esr-2025.github.io/,2025-10-20,09:50–10:30
Fei Xia,https://esr-2025.github.io/,2025-10-20,10:40–11:20
Kate Saenko,https://esr-2025.github.io/,2025-10-20,11:20–12:00

Yair Adato,https://cvam-workshop.github.io/,2025-10-20,08:30 AM HST
Mike Charalambous,https://cvam-workshop.github.io/,2025-10-20,08:50 AM HST
Deepti Ghadiyaram,https://cvam-workshop.github.io/,2025-10-20,09:10 AM HST
Arun Karthi Subramaniyan,https://cvam-workshop.github.io/,2025-10-20,01:00 PM HST
Fiona Victoria,https://cvam-workshop.github.io/,2025-10-20,01:20 PM HST
Klaudia Kloc,https://cvam-workshop.github.io/,2025-10-20,01:40 PM HST
Dawid Moczadlo,https://cvam-workshop.github.io/,2025-10-20,01:40 PM HST

Zhongpai Gao,https://apahws.github.io/,2025-10-20,08:25–09:00
Nicolas Padoy,https://apahws.github.io/,2025-10-20,09:20–09:55
Qixing Huang,https://apahws.github.io/,2025-10-20,09:55–10:30
Serena Yeung,https://apahws.github.io/,2025-10-20,11:15–11:45
Zongwei Zhou,https://apahws.github.io/,2025-10-20,11:45–12:20

Ranjay Krishna,https://sites.google.com/view/mmfm4thworkshop/home?authuser=0,2025-10-20,08:30–09:00
